GeneIDV5-5,GeneSymbol,PathwayID,GenotypeID,Time,Replicate,RPKM
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C1NT,0.5,1,61
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C1NT,0.5,2,61
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C1NT,4,1,195
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C1NT,4,2,192
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,0,1,64
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,0,2,65
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,0.5,1,65
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,0.5,2,63
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,4,1,201
Cre02-g076300,UROD2UPD2,A-Chlsynthesis,C2NT,4,2,212
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,0,1,54
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,0,2,54
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,0.5,1,33
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,0.5,2,32
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,4,1,150
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WTNT,4,2,149
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,0,1,49
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,0,2,47
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,0.5,1,32
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,0.5,2,34
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,4,1,181
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,WT+BV,4,2,170
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,0,1,66
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,0,2,60
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,0.5,1,41
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,0.5,2,41
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,4,1,177
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,hoNT,4,2,144
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,0,1,57
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,0,2,59
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,0.5,1,53
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,0.5,2,52
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,4,1,162
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,ho+BV,4,2,149
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,0,1,72
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,0,2,66
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,0.5,1,47
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,0.5,2,44
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,4,1,164
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C1NT,4,2,150
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,0,1,63
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,0,2,62
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,0.5,1,45
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,0.5,2,44
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,4,1,170
Cre02-g073700,UROD3UPD3,A-Chlsynthesis,C2NT,4,2,172
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,0,1,139
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,0,2,131
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,0.5,1,68
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,0.5,2,64
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,4,1,518
Cre02-g085450,CPX1,A-Chlsynthesis,WTNT,4,2,517
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,0,1,150
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,0,2,148
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,0.5,1,202
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,0.5,2,217
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,4,1,649
Cre02-g085450,CPX1,A-Chlsynthesis,WT+BV,4,2,620
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,0,1,252
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,0,2,243
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,0.5,1,128
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,0.5,2,131
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,4,1,388
Cre02-g085450,CPX1,A-Chlsynthesis,hoNT,4,2,358
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,0,1,283
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,0,2,288
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,0.5,1,375
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,0.5,2,399
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,4,1,566
Cre02-g085450,CPX1,A-Chlsynthesis,ho+BV,4,2,528
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,0,1,255
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,0,2,241
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,0.5,1,151
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,0.5,2,146
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,4,1,401
Cre02-g085450,CPX1,A-Chlsynthesis,C1NT,4,2,383
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,0,1,208
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,0,2,208
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,0.5,1,140
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,0.5,2,139
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,4,1,436
Cre02-g085450,CPX1,A-Chlsynthesis,C2NT,4,2,458
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,0,1,14
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,0,2,14
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,0.5,1,8
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,0.5,2,9
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,4,1,27
Cre02-g092600,CPX2,A-Chlsynthesis,WTNT,4,2,26
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,0,1,11
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,0,2,13
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,0.5,1,7
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,0.5,2,8
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,4,1,33
Cre02-g092600,CPX2,A-Chlsynthesis,WT+BV,4,2,31
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,0,1,17
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,0,2,17
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,0.5,1,12
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,0.5,2,11
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,4,1,37
Cre02-g092600,CPX2,A-Chlsynthesis,hoNT,4,2,31
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,0,1,16
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,0,2,17
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,0.5,1,13
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,0.5,2,12
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,4,1,34
Cre02-g092600,CPX2,A-Chlsynthesis,ho+BV,4,2,29
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,0,1,17
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,0,2,16
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,0.5,1,13
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,0.5,2,12
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,4,1,33
Cre02-g092600,CPX2,A-Chlsynthesis,C1NT,4,2,30
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,0,1,18
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,0,2,16
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,0.5,1,14
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,0.5,2,13
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,4,1,32
Cre02-g092600,CPX2,A-Chlsynthesis,C2NT,4,2,34
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,0,1,35
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,0,2,39
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,0.5,1,18
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,0.5,2,20
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,4,1,141
Cre09-g396300,PPX1,A-Chlsynthesis,WTNT,4,2,150
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,0,1,30
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,0,2,33
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,0.5,1,25
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,0.5,2,32
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,4,1,140
Cre09-g396300,PPX1,A-Chlsynthesis,WT+BV,4,2,141
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,0,1,35
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,0,2,35
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,0.5,1,28
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,0.5,2,27
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,4,1,126
Cre09-g396300,PPX1,A-Chlsynthesis,hoNT,4,2,119
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,0,1,34
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,0,2,36
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,0.5,1,45
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,0.5,2,42
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,4,1,123
Cre09-g396300,PPX1,A-Chlsynthesis,ho+BV,4,2,114
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,0,1,39
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,0,2,39
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,0.5,1,31
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,0.5,2,30
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,4,1,128
Cre09-g396300,PPX1,A-Chlsynthesis,C1NT,4,2,121
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,0,1,38
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,0,2,40
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,0.5,1,32
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,0.5,2,31
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,4,1,137
Cre09-g396300,PPX1,A-Chlsynthesis,C2NT,4,2,133
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,0,1,50
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,0,2,51
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,0.5,1,35
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,0.5,2,34
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,4,1,256
Cre05-g242000,CHLD,A-Chlsynthesis,WTNT,4,2,257
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,0,1,49
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,0,2,46
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,0.5,1,39
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,0.5,2,44
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,4,1,269
Cre05-g242000,CHLD,A-Chlsynthesis,WT+BV,4,2,260
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,0,1,58
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,0,2,61
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,0.5,1,48
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,0.5,2,50
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,4,1,216
Cre05-g242000,CHLD,A-Chlsynthesis,hoNT,4,2,233
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,0,1,58
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,0,2,59
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,0.5,1,61
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,0.5,2,66
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,4,1,236
Cre05-g242000,CHLD,A-Chlsynthesis,ho+BV,4,2,221
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,0,1,67
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,0,2,65
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,0.5,1,55
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,0.5,2,54
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,4,1,231
Cre05-g242000,CHLD,A-Chlsynthesis,C1NT,4,2,214
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,0,1,58
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,0,2,57
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,0.5,1,47
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,0.5,2,47
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,4,1,230
Cre05-g242000,CHLD,A-Chlsynthesis,C2NT,4,2,239
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,0,1,265
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,0,2,260
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,0.5,1,174
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,0.5,2,177
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,4,1,734
Cre06-g306300,CHLI1,A-Chlsynthesis,WTNT,4,2,739
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,0,1,219
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,0,2,223
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,0.5,1,165
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,0.5,2,193
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,4,1,835
Cre06-g306300,CHLI1,A-Chlsynthesis,WT+BV,4,2,801
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,0,1,245
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,0,2,256
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,0.5,1,202
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,0.5,2,207
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,4,1,624
Cre06-g306300,CHLI1,A-Chlsynthesis,hoNT,4,2,663
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,0,1,235
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,0,2,250
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,0.5,1,241
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,0.5,2,247
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,4,1,716
Cre06-g306300,CHLI1,A-Chlsynthesis,ho+BV,4,2,655
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,0,1,282
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,0,2,276
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,0.5,1,228
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,0.5,2,225
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,4,1,704
Cre06-g306300,CHLI1,A-Chlsynthesis,C1NT,4,2,684
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,0,1,249
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,0,2,269
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,0.5,1,213
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,0.5,2,214
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,4,1,733
Cre06-g306300,CHLI1,A-Chlsynthesis,C2NT,4,2,761
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,0,1,75
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,0,2,76
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,0.5,1,48
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,0.5,2,44
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,4,1,233
Cre12-g510800,CHLI2,A-Chlsynthesis,WTNT,4,2,229
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,0,1,65
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,0,2,65
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,0.5,1,48
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,0.5,2,54
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,4,1,272
Cre12-g510800,CHLI2,A-Chlsynthesis,WT+BV,4,2,253
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,0,1,82
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,0,2,77
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,0.5,1,60
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,0.5,2,58
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,4,1,225
Cre12-g510800,CHLI2,A-Chlsynthesis,hoNT,4,2,216
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,0,1,74
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,0,2,80
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,0.5,1,76
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,0.5,2,74
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,4,1,231
Cre12-g510800,CHLI2,A-Chlsynthesis,ho+BV,4,2,217
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,0,1,82
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,0,2,78
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,0.5,1,61
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,0.5,2,59
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,4,1,217
Cre12-g510800,CHLI2,A-Chlsynthesis,C1NT,4,2,206
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,0,1,81
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,0,2,76
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,0.5,1,63
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,0.5,2,60
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,4,1,230
Cre12-g510800,CHLI2,A-Chlsynthesis,C2NT,4,2,223
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,0,1,169
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,0,2,196
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,0.5,1,165
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,0.5,2,177
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,4,1,534
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WTNT,4,2,554
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,0,1,159
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,0,2,161
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,0.5,1,182
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,0.5,2,230
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,4,1,473
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,WT+BV,4,2,481
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,0,1,169
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,0,2,201
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,0.5,1,234
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,0.5,2,266
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,4,1,479
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,hoNT,4,2,593
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,0,1,171
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,0,2,186
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,0.5,1,274
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,0.5,2,314
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,4,1,499
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,ho+BV,4,2,498
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,0,1,192
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,0,2,211
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,0.5,1,243
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,0.5,2,261
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,4,1,529
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C1NT,4,2,528
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,0,1,178
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,0,2,208
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,0.5,1,247
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,0.5,2,259
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,4,1,520
Cre07-g325500,MCH1-CHLH1,A-Chlsynthesis,C2NT,4,2,572
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,0,1,8
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,0,2,10
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,0.5,1,9
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,0.5,2,11
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,4,1,9
Cre11-g477625,CHLH2,A-Chlsynthesis,WTNT,4,2,9
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,0,1,9
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,0,2,9
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,0.5,1,5
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,0.5,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,4,1,6
Cre11-g477625,CHLH2,A-Chlsynthesis,WT+BV,4,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,0,1,6
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,0,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,0.5,1,7
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,0.5,2,7
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,4,1,7
Cre11-g477625,CHLH2,A-Chlsynthesis,hoNT,4,2,9
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,0,1,5
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,0,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,0.5,1,5
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,0.5,2,5
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,4,1,6
Cre11-g477625,CHLH2,A-Chlsynthesis,ho+BV,4,2,5
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,0,1,6
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,0,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,0.5,1,7
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,0.5,2,8
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,4,1,9
Cre11-g477625,CHLH2,A-Chlsynthesis,C1NT,4,2,8
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,0,1,6
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,0,2,6
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,0.5,1,7
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,0.5,2,7
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,4,1,8
Cre11-g477625,CHLH2,A-Chlsynthesis,C2NT,4,2,8
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,0,1,66
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,0,2,68
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,0.5,1,17
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,0.5,2,16
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,4,1,285
Cre05-g246800,GUN4,A-Chlsynthesis,WTNT,4,2,302
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,0,1,62
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,0,2,64
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,0.5,1,28
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,0.5,2,31
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,4,1,258
Cre05-g246800,GUN4,A-Chlsynthesis,WT+BV,4,2,244
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,0,1,58
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,0,2,60
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,0.5,1,28
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,0.5,2,29
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,4,1,235
Cre05-g246800,GUN4,A-Chlsynthesis,hoNT,4,2,231
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,0,1,56
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,0,2,64
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,0.5,1,54
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,0.5,2,56
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,4,1,221
Cre05-g246800,GUN4,A-Chlsynthesis,ho+BV,4,2,203
Cre05-g246800,GUN4,A-Chlsynthesis,C1NT,0,1,68
Cre05-g246800,GUN4,A-Chlsynthesis,C1NT,0,2,67
Cre05-g246800,GUN4,A-Chlsynthesis,C1NT,0.5,1,36
Cre05-g246800,GUN4,A-Chlsynthesis,C1NT,0.5,2,33
Cre05-g246800,GUN4,A-Chlsynthesis,C1NT,4,1,249
